OBJECTID,Major,Minor,UniqID,DSID,Flow,RiverSeg,TidalWater,MajMin,Region,Watershed,MajBas,MinBas,RiverSimu,RiverName,CBSEG_92,FIPS,ST,CNTYNAME,CBW,FIPS_NHL,PRECIP,MEANPRECIP,LndRvrSeg,Acres,HGMR,Shape_Length,Shape_Area
1850,E,U,3010,0,0,EU0_3010_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,C&DOH_MD,10003,DE,NEW CASTLE,Y,N10003,N,1120,N10003EU0_3010_0000,7278.625184,CPD,47896.65878,49612889.29
1851,E,U,3011,0,0,EU0_3011_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,C&DOH_DE,10003,DE,NEW CASTLE,Y,N10003,N,1120,N10003EU0_3011_0000,3444.534983,CPD,32413.63422,23487092.7
1852,E,M,4551,0,0,EM0_4551_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB4MH,24041,MD,TALBOT,Y,N24041,N,1119,N24041EM0_4551_0000,1299.354945,CPL,40793.18295,8656631.923
1853,E,U,4872,0,0,EU0_4872_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,EASMH,24035,MD,QUEEN ANNES,Y,N24035,N,1099,N24035EU0_4872_0000,11590.26563,CPL,222041.277,77672058.58
1854,E,U,4550,0,0,EU0_4550_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,EASMH,24041,MD,TALBOT,Y,N24041,N,1119,N24041EU0_4550_0000,3572.657823,CPL,83825.83158,23857664.8
1855,E,M,4889,0,0,EM0_4889_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CHOMH2,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EM0_4889_0000,3510.411714,CPL,51224.79038,23305095.6
1856,E,M,4876,0,0,EM0_4876_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CHOMH2,24041,MD,TALBOT,Y,N24041,N,1119,N24041EM0_4876_0000,4914.050072,CPL,57952.95242,32671248.63
1857,E,M,4890,0,0,EM0_4890_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CHOOH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EM0_4890_0000,2870.316816,CPD,29468.92217,19087656.21
1858,E,M,4327,0,0,EM0_4327_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CHOTF,24011,MD,CAROLINE,Y,N24011,N,1105,N24011EM0_4327_0000,5632.179515,CPD,38866.94234,37583508.49
1859,E,M,4887,0,0,EM0_4887_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB4MH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EM0_4887_0000,815.8876525,CPL,23334.70332,5395567.852
1860,E,M,4891,0,0,EM0_4891_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB4MH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EM0_4891_0000,337.5755564,CPL,11195.19925,2229176.047
1861,E,L,4892,0,0,EL0_4892_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB5MH_MD,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_4892_0000,2216.17653,CPL,89918.29149,14617698.48
1862,E,L,5590,0,0,EL0_5590_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,HNGMH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_5590_0000,12472.0002,CPL,219900.0156,82268396.86
1863,E,L,5262,0,0,EL0_5262_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,LCHMH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_5262_0000,1037.42581,CPL,36599.16264,6848837.825
1864,E,L,5284,0,0,EL0_5284_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,HNGMH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_5284_0000,6887.455511,CPL,166579.41,45325476.9
1865,E,L,5285,0,0,EL0_5285_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB5MH_MD,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_5285_0000,851.6908428,CPL,43677.1634,5601680.108
1866,E,L,5282,0,0,EL0_5282_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,FSBMH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_5282_0000,3487.062856,CPL,76076.08305,22956351.68
1867,E,L,5764,0,0,EL0_5764_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_MD,24045,MD,WICOMICO,Y,N24045,N,1118,N24045EL0_5764_0000,288.5907605,CPL,10549.8307,1897314.143
1868,E,L,4598,0,0,EL0_4598_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,NANMH,24045,MD,WICOMICO,Y,N24045,N,1118,N24045EL0_4598_0000,5917.93778,CPL,83882.66742,38996969.19
1869,E,L,4598,0,0,EL0_4598_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,NANMH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_4598_0000,7539.969618,CPL,166862.8487,49681744.86
1870,E,L,4634,0,2,EL2_4634_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Nanticoke River,NANTF_MD,24045,MD,WICOMICO,Y,N24045,N,1118,N24045EL2_4634_0000,1273.668641,CPL,17609.98516,8443212.181
1871,E,L,4634,0,2,EL2_4634_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Nanticoke River,NANTF_MD,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL2_4634_0000,9598.855272,CPU,41066.87372,63721065.75
1872,E,L,5765,0,0,EL0_5765_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_MD,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL0_5765_0000,1772.251362,CPL,31010.14936,11635316.12
1873,E,L,5894,0,0,EL0_5894_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_MD,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL0_5894_0000,2012.822123,CPL,54708.33661,13202592.06
1874,E,L,6010,0,0,EL0_6010_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POCMH_MD,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL0_6010_0000,6171.89507,CPL,41718.81038,40310397.99
1875,E,L,6004,0,0,EL0_6004_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_MD,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL0_6004_0000,150.5388526,CPL,11862.4338,985099.9085
1876,E,L,5970,0,3,EL3_5970_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Pocomoke River,POCTF,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL3_5970_0000,8020.003095,CPD,38997.26538,52525914.23
1877,E,L,5970,0,3,EL3_5970_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Pocomoke River,POCTF,24047,MD,WORCESTER,Y,N24047,N,1121,N24047EL3_5970_0000,5058.773818,CPL,33861.6981,33106037.1
1878,E,L,5973,0,0,EL0_5973_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POCOH_VA,51001,VA,ACCOMACK,Y,N51001,N,1087,N51001EL0_5973_0000,8927.082229,CPL,50507.70589,58196448
1879,E,L,6191,0,0,EL0_6191_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB7PH,51001,VA,ACCOMACK,Y,N51001,N,1087,N51001EL0_6191_0000,10396.9214,CPU,158057.7721,67458487.63
1880,E,L,5896,0,0,EL0_5896_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_VA,51001,VA,ACCOMACK,Y,N51001,N,1087,N51001EL0_5896_0000,1202.517696,CPL,71970.4736,7819367.362
1881,E,L,6190,0,0,EL0_6190_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POCMH_VA,51001,VA,ACCOMACK,Y,N51001,N,1087,N51001EL0_6190_0000,49198.09966,CPL,385196.3512,320025149.6
1882,E,L,5890,0,0,EL0_5890_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_MD,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL0_5890_0000,9345.495594,CPL,428893.5138,61084545.55
1883,E,L,5890,0,0,EL0_5890_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_MD,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_5890_0000,4800.535329,CPL,147688.1524,31503278.57
1884,E,L,5895,0,0,EL0_5895_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_VA,51001,VA,ACCOMACK,Y,N51001,N,1087,N51001EL0_5895_0000,943.4323279,CPL,70549.15841,6152093.721
1885,E,L,5766,0,0,EL0_5766_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,TANMH_MD,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EL0_5766_0000,169.4124192,CPL,10970.95322,1113777.387
1886,E,L,4597,0,0,EL0_4597_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,NANOH,24045,MD,WICOMICO,Y,N24045,N,1118,N24045EL0_4597_0000,10736.20761,CPL,55470.04347,71090928.89
1887,E,L,4597,0,0,EL0_4597_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,NANOH,10005,DE,SUSSEX,Y,N10005,N,1141,N10005EL0_4597_0000,1230.971149,CPU,13150.96318,8154195.845
1888,E,L,5974,0,3,EL3_5974_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Pocomoke River,POCMH_MD,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL3_5974_0000,17218.80936,CPL,176360.9939,112463108.9
1889,E,L,5971,0,3,EL3_5971_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Pocomoke River,POCOH_MD,24039,MD,SOMERSET,Y,N24039,N,1090,N24039EL3_5971_0000,11365.98186,CPL,85322.30933,74350139.2
1890,E,L,5971,0,3,EL3_5971_0000,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,"Direct Drainage, CB",Pocomoke River,POCOH_MD,24047,MD,WORCESTER,Y,N24047,N,1121,N24047EL3_5971_0000,5460.917109,CPL,34861.69404,35706238.83
1891,E,M,5263,0,0,EM0_5263_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB4MH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EM0_5263_0000,247.915405,CPL,10652.9532,1642060.607
1892,E,M,5260,0,0,EM0_5260_0000,N,EM,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,"Middle Eastern Shore, including Choptank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,LCHMH,24019,MD,DORCHESTER,Y,N24019,N,1118,N24019EM0_5260_0000,10362.24153,CPL,169685.856,68567970.32
1893,E,U,3130,0,0,EU0_3130_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,ELKOH,24015,MD,CECIL,Y,N24015,N,1143,N24015EU0_3130_0000,5483.807166,CPD,44068.3889,37348984.67
1894,E,U,3302,0,0,EU0_3302_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB1TF,24015,MD,CECIL,Y,N24015,N,1143,N24015EU0_3302_0000,2031.35988,CPD,33735.37595,13835352.96
1895,W,U,3163,0,0,WU0_3163_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB2OH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3163_0000,3170.886896,CPL,26891.94522,21543390.27
1896,W,U,3164,0,0,WU0_3164_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB2OH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3164_0000,6039.06814,CPL,92206.83267,40996451.64
1897,W,U,3252,0,0,WU0_3252_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,BSHOH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3252_0000,4737.273292,CPL,63668.46458,32179263.42
1898,W,U,3255,0,0,WU0_3255_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB2OH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3255_0000,1448.181907,CPL,29987.4734,9809864.666
1899,W,U,3254,0,0,WU0_3254_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,BSHOH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3254_0000,2473.0931,CPD,23697.37636,16818630.18
1900,W,U,3541,0,0,WU0_3541_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,MIDOH,24005,MD,BALTIMORE,Y,N24005,N,1156,N24005WU0_3541_0000,1383.4918,CPL,44830.27401,9371442.523
1901,W,U,3542,0,0,WU0_3542_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB2OH,24005,MD,BALTIMORE,Y,N24005,N,1156,N24005WU0_3542_0000,117.9399864,CPL,6497.351029,798762.1382
1902,W,U,3540,0,0,WU0_3540_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,GUNOH,24005,MD,BALTIMORE,Y,N24005,N,1156,N24005WU0_3540_0000,4547.274431,CPL,76979.86821,30827573.14
1903,W,U,3540,0,0,WU0_3540_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,GUNOH,24025,MD,HARFORD,Y,N24025,N,1165,N24025WU0_3540_0000,8039.261439,CPD,92513.43706,54566556.24
1904,W,U,3821,0,0,WU0_3821_0000,N,WU,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Upper Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB2OH,24005,MD,BALTIMORE,Y,N24005,N,1156,N24005WU0_3821_0000,648.9255015,CPL,21236.23589,4389757.525
1905,W,M,3742,0,0,WM0_3742_0000,N,WM,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,"Middle Western shore, including Patapsco and Back Rivers","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,BACOH,24005,MD,BALTIMORE,Y,N24005,N,1156,N24005WM0_3742_0000,7758.105025,CPL,107632.9939,52497613.2
1906,W,M,3744,0,0,WM0_3744_0000,N,WM,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,"Middle Western shore, including Patapsco and Back Rivers","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB2OH,24005,MD,BALTIMORE,Y,N24005,N,1156,N24005WM0_3744_0000,206.1041141,CPL,7347.015384,1392562.985
1907,W,M,3965,0,0,WM0_3965_0000,N,WM,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,"Middle Western shore, including Patapsco and Back Rivers","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24005,MD,BALTIMORE,Y,N24005,N,1156,N24005WM0_3965_0000,971.219996,CPL,22431.33427,6559190.862
1908,W,M,3966,0,0,WM0_3966_0000,N,WM,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,"Middle Western shore, including Patapsco and Back Rivers","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24003,MD,ANNE ARUNDEL,Y,N24003,N,1087,N24003WM0_3966_0000,172.1413759,CPL,8965.510345,1159455.914
1909,W,L,4393,0,0,WL0_4393_0000,N,WL,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Lower Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24003,MD,ANNE ARUNDEL,Y,N24003,N,1087,N24003WL0_4393_0000,203.0565639,CPL,10697.83039,1366804.142
1910,W,L,4394,0,0,WL0_4394_0000,N,WL,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Lower Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24003,MD,ANNE ARUNDEL,Y,N24003,N,1087,N24003WL0_4394_0000,999.0146259,CPL,25699.9649,6709827.433
1911,W,L,4424,0,0,WL0_4424_0000,N,WL,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Lower Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB4MH,24003,MD,ANNE ARUNDEL,Y,N24003,N,1087,N24003WL0_4424_0000,6032.550297,CPD,91197.69911,40513241.71
1912,W,L,4923,0,0,WL0_4923_0000,N,WL,Chesapeake Bay Watershed,Western Shore of Chesapeake Bay,Western Shore of Chesapeake Bay,Lower Western shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB4MH,24009,MD,CALVERT,Y,N24009,N,1113,N24009WL0_4923_0000,2138.492493,CPU,19437.21326,14116871.43
1913,P,L,5791,0,0,PL0_5791_0000,N,PL,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Lower Potomac River, below Chain Bridge","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POTOH1_MD,24017,MD,CHARLES,Y,N24017,N,1084,N24017PL0_5791_0000,2389.202002,CPD,20305.38086,15783065.72
1914,P,L,5391,0,0,PL0_5391_0000,N,PL,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Lower Potomac River, below Chain Bridge","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POTTF_MD,24017,MD,CHARLES,Y,N24017,N,1084,N24017PL0_5391_0000,6507.383281,CPD,45071.23467,43085933.04
1915,P,L,5392,0,0,PL0_5392_0000,N,PL,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Lower Potomac River, below Chain Bridge","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POTOH1_MD,24017,MD,CHARLES,Y,N24017,N,1084,N24017PL0_5392_0000,6769.803607,CPL,55477.90632,44752380.3
1916,P,L,5390,0,0,PL0_5390_0000,N,PL,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Lower Potomac River, below Chain Bridge","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POTTF_MD,24017,MD,CHARLES,Y,N24017,N,1084,N24017PL0_5390_0000,5846.549979,CPL,65925.17661,38835656.81
1917,P,L,5390,0,0,PL0_5390_0000,N,PL,Chesapeake Bay Watershed,Potomac River Basin,Potomac River Basin,"Lower Potomac River, below Chain Bridge","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,POTTF_MD,24033,MD,PRINCE GEORGES,Y,N24033,N,1082,N24033PL0_5390_0000,1631.590642,CPD,17726.57776,10844315.34
