OBJECTID_12,Spring w Flow,OID_,DEQ_NUMBER,SINGLE_MULTIPLE_TREND,LATNAD83DD,LONGNAD83D,DATE_MEASURED,TIME_MEASURED,DISCHARGE_METHOD,METER_TYPE,DATA_SOURCE,DISCHARGE_GPM,DISCHARGE_CFS,MGD,Temp_Water_C,Temp_Air_C,SPECIFIC_CONDUCTIVITY_uS_cm_C,CONDUCTIVITY_uS_cm,TDS_g_L,Salinity_ppt,DO_Conc_mg_L,pH,Acid_Neutralizing_Capacity_mg_L_Field_Titration,Bicarbonate_mg_L_Field_Titration,Carbonate_mg_L_Field_Titration,Chloride_Filtered_mg_L,FIELD_COMMENTS,OBJECTID_1,OBJECTID,DEQ_NUMBER_sites,SPRING_NAME,USGS_SITE_ID,VWUDS_MPID,OTHER_ID,SITE_COMMENTS,DATE_INVENTORIED_INITIAL,NUMBER_OF_OPENINGS,ALTITUDE_FT_AMSL,NED_10M_PROJECTED_ELEVATION_FT_AMSL,LATITUDE_NAD83_DMS,LONGITUDE_NAD83_DMS,LATNAD83DD_sites,LONGNAD83DD_sites,Site_Photo_Field_Notes,COUNTY,TOPO_SETTING,NATIONAL_WATER_USE,IMPROVEMENTS,SPHERE_OF_DISCHARGE,OWNER,DATA_COLLECTOR,HDATUM,LATLONGSOURCE,QUAD_NAME,GENERAL_LITHOLOGY,USGS_500K_GEOL_LABEL,USGS_500K_GEOLOGY,USGS_500K_GEOL_UNIT_LINK,USGS_500K_GEOL_AGE,USGS_500K_GEOL_ROCKTYPE1,USGS_500K_GEOL_ROCKTYPE2,USGS_500K_GEOL_FORMATION_NAME,USGS_500K_GEOL_FORMATION_PERIOD,MAJOR_BASIN_NAME,BASIN_NAME,BASIN_CODE,USGS_HUC_CODE,HUC_NAME,HUC_DRAIN,VDOF_LAND_USE,PROVINCE,PROVINCE_SECTION
5,1,1136,101-00852,SINGLE,38.21457579,-78.7430783,8/7/1985,,ESTIMATED,,SWCB,4,0.01,0.01,10,-9999,13,-9999,-9999,-9999,-9999,5.75,-9999,-9999,-9999,-9999,,1193,8,101-00852,BLACKROCK SPRING,,,DGIF: 4,USED BY HIKERS ALONG APPALACHIAN TRAIL.  LOCATION COULD NOT BE VERIFIED USING VGIN IMAGERY.,0,0,0,2642,381252.4728,784435.0819,38.21457579,-78.7430783,YES,ALBEMARLE,,NOT USED,,,"SHENANDOAH NATIONAL PARK, ,",SWCB,NAD27,MAP,BROWNS COVE,SILICICLASTIC,[ch,[ch,VACAch;0,Cambrian,quartzite,conglomerate,Chilhowee Group,Cambrian,James River Basin,Middle James River and Appomattox River Subbasin,2B,2080204,MOORMANS RIVER,H,Hardwood Forest,BLUE RIDGE,NORTHERN
1606,,3029,145-00040,TREND,38.21636744,-79.67350274,12/5/2017,16:00,NOT MEASURED,,DEQ,-9999,-9999,,22.51,-9999,385,367,0.251,0.18,3.58,7.1,-9999,-9999,-9999,-9999,,549,712,145-00040,BOLAR SPRING,"02010000_BOLAR SPRING AT BOLAR, V",,,"OFF RTE 607 NEAR BOLAR, VA",0,1,2239,2260,381258.9228,794024.6099,38.21636744,-79.67350274,YES,HIGHLAND,HILLSIDE,PUBLIC WATER SUPPLY,CONCRETE BASIN AND POND,SUBAQUEOUS,"MARTY SWARTS, ,",SWCB,WGS84,PPGPS,BURNSVILLE,CARBONATE,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1607,,3048,145-00040,TREND,38.21636744,-79.67350274,7/12/2018,11:31,NOT MEASURED,,DEQ,-9999,-9999,,21.04,-9999,366,338,0.238,0.18,4.36,7.33,-9999,-9999,-9999,-9999,Turbidity:  0.85 NTU,549,712,145-00040,BOLAR SPRING,"02010000_BOLAR SPRING AT BOLAR, V",,,"OFF RTE 607 NEAR BOLAR, VA",0,1,2239,2260,381258.9228,794024.6099,38.21636744,-79.67350274,YES,HIGHLAND,HILLSIDE,PUBLIC WATER SUPPLY,CONCRETE BASIN AND POND,SUBAQUEOUS,"MARTY SWARTS, ,",SWCB,WGS84,PPGPS,BURNSVILLE,CARBONATE,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1608,,3065,145-00040,TREND,38.21636744,-79.67350274,1/4/2019,11:45,NOT MEASURED,,DEQ,-9999,-9999,,16.02,-9999,301,250,0.196,0.14,7.63,7.36,-9999,-9999,-9999,-9999,Turbidity:  1.65 NTU,549,712,145-00040,BOLAR SPRING,"02010000_BOLAR SPRING AT BOLAR, V",,,"OFF RTE 607 NEAR BOLAR, VA",0,1,2239,2260,381258.9228,794024.6099,38.21636744,-79.67350274,YES,HIGHLAND,HILLSIDE,PUBLIC WATER SUPPLY,CONCRETE BASIN AND POND,SUBAQUEOUS,"MARTY SWARTS, ,",SWCB,WGS84,PPGPS,BURNSVILLE,CARBONATE,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1609,,3038,145-00040,TREND,38.21636744,-79.67350274,4/25/2018,13:28,NOT MEASURED,,DEQ,-9999,-9999,,15.32,-9999,290,236,0.188,0.14,8.35,7.37,-9999,-9999,-9999,-9999,Turbidity:  3.86 NTU,549,712,145-00040,BOLAR SPRING,"02010000_BOLAR SPRING AT BOLAR, V",,,"OFF RTE 607 NEAR BOLAR, VA",0,1,2239,2260,381258.9228,794024.6099,38.21636744,-79.67350274,YES,HIGHLAND,HILLSIDE,PUBLIC WATER SUPPLY,CONCRETE BASIN AND POND,SUBAQUEOUS,"MARTY SWARTS, ,",SWCB,WGS84,PPGPS,BURNSVILLE,CARBONATE,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1610,,3052,145-00040,TREND,38.21636744,-79.67350274,9/7/2018,11:41,NOT MEASURED,,DEQ,-9999,-9999,,22.2,-9999,382,362,0.248,0.18,4.2,7.39,-9999,-9999,-9999,-9999,Turbidity:  1.19 NTU,549,712,145-00040,BOLAR SPRING,"02010000_BOLAR SPRING AT BOLAR, V",,,"OFF RTE 607 NEAR BOLAR, VA",0,1,2239,2260,381258.9228,794024.6099,38.21636744,-79.67350274,YES,HIGHLAND,HILLSIDE,PUBLIC WATER SUPPLY,CONCRETE BASIN AND POND,SUBAQUEOUS,"MARTY SWARTS, ,",SWCB,WGS84,PPGPS,BURNSVILLE,CARBONATE,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1611,,3546,145-00040,TREND,38.21636744,-79.67350274,4/11/2019,11:58,NOT MEASURED,,DEQ,-9999,-9999,,20.3,-9999,364,331,0.236,0.17,5.45,7.4,-9999,-9999,-9999,-9999,Turbidity:  0.97 NTU,549,712,145-00040,BOLAR SPRING,"02010000_BOLAR SPRING AT BOLAR, V",,,"OFF RTE 607 NEAR BOLAR, VA",0,1,2239,2260,381258.9228,794024.6099,38.21636744,-79.67350274,YES,HIGHLAND,HILLSIDE,PUBLIC WATER SUPPLY,CONCRETE BASIN AND POND,SUBAQUEOUS,"MARTY SWARTS, ,",SWCB,WGS84,PPGPS,BURNSVILLE,CARBONATE,Ols,Ols,VAOls;0,Ordovician,shale,mudstone,"Mocassin Formation, Bays Formation, Unit C, Unit B, Unit A",Ordovician,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1623,,670,145-00046,TREND,38.36491294,-79.62850634,10/26/1988,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,162,-9999,-9999,-9999,-9999,6.13,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1624,,671,145-00046,TREND,38.36491294,-79.62850634,10/29/1990,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.73,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1625,,676,145-00046,TREND,38.36491294,-79.62850634,4/14/1993,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,118,-9999,-9999,-9999,-9999,6.8,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1626,,669,145-00046,TREND,38.36491294,-79.62850634,11/19/1987,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,160,-9999,-9999,-9999,-9999,7.28,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1627,,672,145-00046,TREND,38.36491294,-79.62850634,4/8/1991,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.3,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1628,,666,145-00046,TREND,38.36491294,-79.62850634,9/23/1985,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,137,-9999,-9999,-9999,-9999,7.35,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1629,,667,145-00046,TREND,38.36491294,-79.62850634,4/24/1986,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,139,-9999,-9999,-9999,-9999,7.5,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1630,,673,145-00046,TREND,38.36491294,-79.62850634,10/8/1991,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.5,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1631,,675,145-00046,TREND,38.36491294,-79.62850634,9/21/1992,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.7,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1632,,668,145-00046,TREND,38.36491294,-79.62850634,11/24/1986,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,147,-9999,-9999,-9999,-9999,8.3,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1633,,674,145-00046,TREND,38.36491294,-79.62850634,4/27/1992,,NOT MEASURED,,SWCB,-9999,-9999,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.9,-9999,-9999,-9999,-9999,,552,715,145-00046,MACKEY SPRING,,,COLLINS ET AL. 1930: 466,"2500' S OF INT. OF RT 220 AND 84, 50' E OF RTE 220 BETWEEN ROAD AND JACKSON RIVER.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2560,2583,382153.6866,793742.6228,38.36491294,-79.62850634,YES,HIGHLAND,STREAM CHANNEL,DOMESTIC,POND,,"BARBARA WOODWARD, ,",DEQ,NAD83,VGIN,MUSTOE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER JACKSON RIVER,I,Hardwood Forest,VALLEY AND RIDGE,MIDDLE
1698,,680,145-00079,TREND,38.33769631,-79.43504337,7/15/1985,,NOT MEASURED,,SWCB,-9999,-9999,,13.33,-9999,211,-9999,-9999,-9999,-9999,7.36,-9999,-9999,-9999,-9999,,553,716,145-00079,PITSENBARGER (STUART) SPRING,02015500_STUART SPRING NEAR MCDOW,,COLLINS ET AL. 1930:  478,WEST SIDE OF RTE 614.  0.8 MILE N OF INTERSECTION OF RTE 614 AND 250.  PREVIOUSLY CALLED STUART SPRING (DUPLICATE 145-00128 - DELETED).  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.,0,0,2040,2041,382015.7067,792606.1561,38.33769631,-79.43504337,YES,HIGHLAND,HILLSIDE,DOMESTIC,,,"R.B. AND MARY PITSENBARGER, ,",DEQ,NAD83,VGIN,MCDOWELL,SILICICLASTIC,Dmn,Dmn,VADmn;0,Devonian,black shale,shale,Millboro Shale and Needmore Formation,Devonian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER COWPASTURE RIVER,I,Crop,VALLEY AND RIDGE,MIDDLE
1699,,681,145-00079,TREND,38.33769631,-79.43504337,11/24/1985,,NOT MEASURED,,SWCB,-9999,-9999,,13.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,553,716,145-00079,PITSENBARGER (STUART) SPRING,02015500_STUART SPRING NEAR MCDOW,,COLLINS ET AL. 1930:  478,WEST SIDE OF RTE 614.  0.8 MILE N OF INTERSECTION OF RTE 614 AND 250.  PREVIOUSLY CALLED STUART SPRING (DUPLICATE 145-00128 - DELETED).  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.,0,0,2040,2041,382015.7067,792606.1561,38.33769631,-79.43504337,YES,HIGHLAND,HILLSIDE,DOMESTIC,,,"R.B. AND MARY PITSENBARGER, ,",DEQ,NAD83,VGIN,MCDOWELL,SILICICLASTIC,Dmn,Dmn,VADmn;0,Devonian,black shale,shale,Millboro Shale and Needmore Formation,Devonian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER COWPASTURE RIVER,I,Crop,VALLEY AND RIDGE,MIDDLE
1700,,715,145-00079,TREND,38.33769631,-79.43504337,10/4/1954,,,,USGS,-9999,-9999,,-9999,-9999,217,-9999,-9999,-9999,-9999,7.9,-9999,126,-9999,1,,553,716,145-00079,PITSENBARGER (STUART) SPRING,02015500_STUART SPRING NEAR MCDOW,,COLLINS ET AL. 1930:  478,WEST SIDE OF RTE 614.  0.8 MILE N OF INTERSECTION OF RTE 614 AND 250.  PREVIOUSLY CALLED STUART SPRING (DUPLICATE 145-00128 - DELETED).  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.,0,0,2040,2041,382015.7067,792606.1561,38.33769631,-79.43504337,YES,HIGHLAND,HILLSIDE,DOMESTIC,,,"R.B. AND MARY PITSENBARGER, ,",DEQ,NAD83,VGIN,MCDOWELL,SILICICLASTIC,Dmn,Dmn,VADmn;0,Devonian,black shale,shale,Millboro Shale and Needmore Formation,Devonian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER COWPASTURE RIVER,I,Crop,VALLEY AND RIDGE,MIDDLE
1701,,714,145-00079,TREND,38.33769631,-79.43504337,10/7/1952,,,,USGS,-9999,-9999,,-9999,-9999,216,-9999,-9999,-9999,-9999,7.9,-9999,138,-9999,1,,553,716,145-00079,PITSENBARGER (STUART) SPRING,02015500_STUART SPRING NEAR MCDOW,,COLLINS ET AL. 1930:  478,WEST SIDE OF RTE 614.  0.8 MILE N OF INTERSECTION OF RTE 614 AND 250.  PREVIOUSLY CALLED STUART SPRING (DUPLICATE 145-00128 - DELETED).  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.,0,0,2040,2041,382015.7067,792606.1561,38.33769631,-79.43504337,YES,HIGHLAND,HILLSIDE,DOMESTIC,,,"R.B. AND MARY PITSENBARGER, ,",DEQ,NAD83,VGIN,MCDOWELL,SILICICLASTIC,Dmn,Dmn,VADmn;0,Devonian,black shale,shale,Millboro Shale and Needmore Formation,Devonian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER COWPASTURE RIVER,I,Crop,VALLEY AND RIDGE,MIDDLE
1702,,716,145-00079,TREND,38.33769631,-79.43504337,6/19/1968,,,,USGS,-9999,-9999,,13,-9999,213,-9999,-9999,-9999,-9999,7.9,108,132,0,2,,553,716,145-00079,PITSENBARGER (STUART) SPRING,02015500_STUART SPRING NEAR MCDOW,,COLLINS ET AL. 1930:  478,WEST SIDE OF RTE 614.  0.8 MILE N OF INTERSECTION OF RTE 614 AND 250.  PREVIOUSLY CALLED STUART SPRING (DUPLICATE 145-00128 - DELETED).  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.,0,0,2040,2041,382015.7067,792606.1561,38.33769631,-79.43504337,YES,HIGHLAND,HILLSIDE,DOMESTIC,,,"R.B. AND MARY PITSENBARGER, ,",DEQ,NAD83,VGIN,MCDOWELL,SILICICLASTIC,Dmn,Dmn,VADmn;0,Devonian,black shale,shale,Millboro Shale and Needmore Formation,Devonian,James River Basin,Upper James River Subbasin,2A,2080201,UPPER COWPASTURE RIVER,I,Crop,VALLEY AND RIDGE,MIDDLE
1705,,684,145-00081,MULTIPLE,38.3532344,-79.46397716,7/15/1985,,NOT MEASURED,,SWCB,-9999,-9999,,11.11,-9999,203,-9999,-9999,-9999,-9999,7.27,-9999,-9999,-9999,-9999,,555,718,145-00081,OBAUGH SPRING,,,,"ON RTE 617, 1.5 MILE E OF INTERSECTION OF RTES 617 AND 654.    GET OWNERS PERMISSION BEFORE ENTERING PROPERTY.  SEVERAL SPRINGS ARE FOUND ALONG OPPOSSUM HOLLOW.  THE LARGEST ISSUES FROM A CRACK IN THE.  MAP BASED LOCATION UPDATED WITH VGIN IMAGERY.",0,0,2360,2332,382111.6438,792750.3178,38.3532344,-79.46397716,YES,HIGHLAND,HILLSIDE,DOMESTIC,POND,,"unknown, ,",DEQ,NAD83,VGIN,MCDOWELL,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,BULLPASTURE RIVER,I,Pavement,VALLEY AND RIDGE,MIDDLE
1706,,685,145-00082,SINGLE,38.43065548,-79.41932924,7/15/1985,,NOT MEASURED,,SWCB,-9999,-9999,,13.89,-9999,203,-9999,-9999,-9999,-9999,6.97,-9999,-9999,-9999,-9999,,556,719,145-00082,REXRODE SPRING #1,,,,SOUTH 0.8 MILE ON UNMARKED ROAD 0.6  MILE E OF THE INT. OF RTS 654 AND 620.  TO GAIN ACCESS CONTACT MR. REXRODE 0.9 MILE N OF DOE HILL ON RTE 654.  SPRING IS LOCATED IN CLEARING E OF LOGGING OPERATION.  MAP BASED LOCATION UPDATED USING VGIN IMAGERY.,0,0,2760,2754,382550.3597,792509.5853,38.43065548,-79.41932924,No,HIGHLAND,,DOMESTIC,,,"DELBERT REXRODE, JR., ,",DEQ,NAD83,VGIN,DOE HILL,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,Shenandoah River Basin,Upper Potomac River and Shenandoah River Subbasin,1B,2070001,UPPER SOUTH BRANCH POTOMAC RIVER,B,Crop,VALLEY AND RIDGE,MIDDLE
1711,,688,145-00083,MULTIPLE,38.21669556,-79.59739556,7/15/1985,,NOT MEASURED,,SWCB,-9999,-9999,,11.11,-9999,185,-9999,-9999,-9999,-9999,7.23,-9999,-9999,-9999,-9999,,557,720,145-00083,GORGE (AQUA CAVE) SPRING,,,,"ALSO KNOWN AS AQUA SPRING.  RTE 678 2.2 MILES N OF WILLIAMSVILLE ON UNMARKED ROAD W OF ROAD.  ABOUT 600' UPSTREAM FROM ROAD.  SPRING IS IN GORGE W OF PICNIC AREA.  ORIGINATES FROM CAVE SYSTEM WITH COOL, DAMP AIR BILLOWS OUT OF THE OPENING WHEN LOW WATER.",0,0,1950,1918,381300.104,793550.624,38.21669556,-79.59739556,YES,HIGHLAND,UPLAND DRAW,NOT USED,,,"unknown, ,",SWCB,NAD83,VGIN,WILLIAMSVILLE,CARBONATE,DSu,DSu,VADSu;0,Silurian-Devonian,limestone,sandstone,"Ridgeley Sandstone, Helderber and Cayuga Groups",Lower Devonian - Upper Silurian,James River Basin,Upper James River Subbasin,2A,2080201,BULLPASTURE RIVER,I,Pine Forest,VALLEY AND RIDGE,MIDDLE
